Student Model,Method,Poison Ratio,ASR,Clean Accuracy,FPR,Accuracy,Precision,Recall,F1 Score,TP,FP,TN,FN,Total Poisoned,Total Clean
keeeeenw/MicroLlama,Classic,0.1,0.5354330708661418,0.983127109111361,0.0168728908886389,0.7592800899887514,0.9694501018329938,0.5354330708661418,0.6898550724637681,952,30,1748,826,1778,1778
keeeeenw/MicroLlama,Classic,0.1,0.5354330708661418,0.983127109111361,0.0168728908886389,0.7592800899887514,0.9694501018329938,0.5354330708661418,0.6898550724637681,952,30,1748,826,1778,1778
keeeeenw/MicroLlama,Classic,0.3,0.686726659167604,0.9285714285714286,0.0714285714285714,0.8076490438695163,0.905786350148368,0.686726659167604,0.781190019193858,1221,127,1651,557,1778,1778
keeeeenw/MicroLlama,Classic,0.5,0.6265466816647919,0.8509561304836896,0.1490438695163104,0.7387514060742407,0.807831762146483,0.6265466816647919,0.7057332910991447,1114,265,1513,664,1778,1778
keeeeenw/MicroLlama,Classic,0.5,0.6265466816647919,0.8509561304836896,0.1490438695163104,0.7387514060742407,0.807831762146483,0.6265466816647919,0.7057332910991447,1114,265,1513,664,1778,1778
keeeeenw/MicroLlama,Classic,0.7,0.6676040494938132,0.7227221597300337,0.2772778402699662,0.6951631046119235,0.7065476190476191,0.6676040494938132,0.686524002313476,1187,493,1285,591,1778,1778
keeeeenw/MicroLlama,Classic,0.7,0.6676040494938132,0.7227221597300337,0.2772778402699662,0.6951631046119235,0.7065476190476191,0.6676040494938132,0.686524002313476,1187,493,1285,591,1778,1778
keeeeenw/MicroLlama,Classic,0.7,0.6676040494938132,0.7227221597300337,0.27727784026996627,0.6951631046119235,0.7065476190476191,0.6676040494938132,0.686524002313476,1187,493,1285,591,1778,1778
keeeeenw/MicroLlama,Classic,1.0,0.7069741282339708,0.03768278965129359,0.9623172103487064,0.37232845894263217,0.42351752021563344,0.7069741282339708,0.5297092288242731,1257,1711,67,521,1778,1778
