Student Model,Method,Poison Ratio,ASR,Clean Accuracy,FPR,Accuracy,Precision,Recall,F1 Score,TP,FP,TN,FN,Total Poisoned,Total Clean
keeeeenw/MicroLlama,Hybrid,0.7077407407407408,0.8357375523499302,0.9835487661574618,0.01645123384253819,0.8776666666666667,0.9922651933701657,0.8357375523499302,0.9072998231876737,1796,14,837,353,2149,851
