Student Model,Method,Poison Ratio,ASR,Clean Accuracy,FPR,Accuracy,Precision,Recall,F1 Score,TP,FP,TN,FN,Total Poisoned,Total Clean
keeeeenw/MicroLlama,Hybrid,0.7657463091559513,0.7983608689996098,0.9910485933503836,0.008951406649616368,0.8434167248081331,0.9965898018837285,0.7983608689996098,0.8865294330083062,6137,21,2325,1550,7687,2346
